Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","626","Timor-Leste","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","643.523","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","618.322","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","919.214","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","404.88","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1280.438","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","653.013","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","627.425","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","933.843","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","418.517","X","Figure from international organizations",""
"OA","Annual population","768","Togo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","8046.679","X","Figure from international organizations",""
"OA","Annual population","768","Togo","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","4042.391","X","Figure from international organizations",""
"OA","Annual population","768","Togo","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","4004.288","X","Figure from international organizations",""
"OA","Annual population","768","Togo","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","4658.578","X","Figure from international organizations",""
"OA","Annual population","768","Togo","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","3332.348","X","Figure from international organizations",""
"OA","Annual population","768","Togo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","8243.094","X","Figure from international organizations",""
"OA","Annual population","768","Togo","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","4142.015","X","Figure from international organizations",""
"OA","Annual population","768","Togo","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","4101.08","X","Figure from international organizations",""
"OA","Annual population","768","Togo","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","4727.819","X","Figure from international organizations",""
"OA","Annual population","768","Togo","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","3458.565","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","1.621","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","0.822","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","0.799","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","1.319","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1.752","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","0.879","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","0.874","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","1.34","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","105.15","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","52.169","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","52.981","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","83.793","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","25.215","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","104.951","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","51.994","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","52.956","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","84.613","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","25.428","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","1504.709","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","743.505","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","761.204","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","642.593","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","730.005","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1519.955","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","751.897","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","768.058","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","643.884","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","731.559","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","11933.041","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","5909.703","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","6023.338","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","3620.748","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","8038.426","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","12049.314","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","5962.724","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","6086.59","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","3622.883","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","8160.285","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","82809.304","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","41537.739","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","41271.565","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","20362.183","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","61554.688","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","83481.684","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","41866.95","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","41614.734","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","20217.893","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","62743.912","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","6065.066","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","3003.587","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","3061.479","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","2832.499","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","3018.967","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","6158.42","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","3050.231","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","3108.189","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","2849.593","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","3092.968","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","41.487","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","20.953","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","20.535","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","2.482","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","33.481","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","43.08","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","21.739","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","21.341","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","2.421","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","34.04","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","10.865","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","5.613","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","5.252","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","4.245","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","7.042","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","10.956","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","5.654","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","5.301","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","4.191","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","7.202","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","41515.395","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","20521.108","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","20994.287","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","33745.48","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","10525.083","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","42949.08","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","21241.606","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","21707.475","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","34576.219","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","11135.655","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","44446.954","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","20595.32","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","23851.634","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","13487.744","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","30521.47","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","44211.094","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","20480.667","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","23730.427","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","13369.27","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","30425.95","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","9140.169","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","6418.331","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","2721.838","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","1285.972","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","8255.643","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","9211.657","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","6443.813","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","2767.844","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","1279.098","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","8402.99","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","66432.993","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","32784.781","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","33648.212","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","11052.278","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","55521.226","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","66778.659","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","32972.061","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","33806.598","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","10946.74","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","56012.276","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","58090.443","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","28679.332","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","29411.111","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","39132.847","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","19958.545","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","59872.579","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","29563.439","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","30309.141","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","39898.166","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","21015.391","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","332140.037","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","164538.32","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","167601.717","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","57980.034","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","268786.714","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","334319.671","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","165698.83","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","168620.84","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","57727.196","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","271365.914","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","101.365","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","47.83","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","53.535","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","4.49","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","100.424","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","100.826","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","47.446","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","53.38","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","4.372","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","100.537","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","3427.042","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","1657.819","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","1769.223","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","161.889","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","3307.662","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","3428.409","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","1659.147","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","1769.262","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","159.283","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","3322.873","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","32449.576","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","16232.355","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","16217.221","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","16027.774","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","16337.222","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","32976.948","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","16495.318","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","16481.63","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","16261.493","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","16545.875","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","297.298","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","149.615","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","147.683","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","210.816","X","Figure from international organizations",""
