Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","352","Iceland","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","184.988","X","Figure from international organizations",""
"OA","Annual population","352","Iceland","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","175.786","X","Figure from international organizations",""
"OA","Annual population","352","Iceland","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","20.929","X","Figure from international organizations",""
"OA","Annual population","352","Iceland","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","319.637","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","1369003.306","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","707149.23","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","661854.076","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","893272.09","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","460779.764","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1383112.05","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","714325.057","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","668786.993","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","896909.218","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","471828.295","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","267066.843","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","134536.68","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","132530.163","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","119191.974","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","147603.006","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","269582.878","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","135798.442","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","133784.436","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","118636.092","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","150900.39","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","85617.562","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","43333.952","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","42283.609","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","20586.68","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","61425.055","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","86564.202","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","43792.157","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","42772.045","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","20381.311","X","Figure from international organizations",""
"OA","Annual population","364","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","62439.455","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","40590.7","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","20289.27","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","20301.429","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","11615.946","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","27723.807","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","41563.52","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","20788.703","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","20774.818","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","11849.769","X","Figure from international organizations",""
"OA","Annual population","368","Iraq","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","28562.53","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","4834.507","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","2394.313","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","2440.194","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","1769.22","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","3034.528","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","4896.019","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","2425.139","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","2470.88","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","1773.798","X","Figure from international organizations",""
"OA","Annual population","372","Ireland","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","3073.341","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","83.775","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","41.508","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","42.267","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","40.22","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","44.611","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","83.933","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","41.583","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","42.35","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","40.35","X","Figure from international organizations",""
"OA","Annual population","833","Isle of Man","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","45.019","X","Figure from international organizations",""
"OA","Annual population","376","Israel","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","8456.483","X","Figure from international organizations",""
"OA","Annual population","376","Israel","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","4209.735","X","Figure from international organizations",""
"OA","Annual population","376","Israel","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","4246.748","X","Figure from international organizations",""
"OA","Annual population","376","Israel","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","640.922","X","Figure from international organizations",""
"OA","Annual population","376","Israel","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","7811.919","X","Figure from international organizations",""
"OA","Annual population","376","Israel","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","8607.919","X","Figure from international organizations",""
"OA","Annual population","376","Israel","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","4287.58","X","Figure from international organizations",""
"OA","Annual population","376","Israel","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","4320.34","X","Figure from international organizations",""
"OA","Annual population","376","Israel","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","643.684","X","Figure from international organizations",""
"OA","Annual population","376","Israel","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","7940.232","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","59877.425","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","29144.008","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","30733.417","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","17527.87","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","41763.099","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","59727.932","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","29090.258","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","30637.674","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","17329.18","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","41887.345","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","2811.835","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","1396.014","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","1415.821","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","1284.862","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","1613.815","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","2813.773","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","1396.657","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","1417.116","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","1279.22","X","Figure from international organizations",""
"OA","Annual population","388","Jamaica","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","1627.119","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","126255.866","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","61400.411","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","64855.455","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","10663.807","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","116521.525","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","125791.677","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","61158.671","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","64633.006","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","10531.932","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","116322.813","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","10459.865","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","5435.573","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","5024.293","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","893.429","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","9010.373","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","10698.683","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","5555.605","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","5143.079","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","885.864","X","Figure from international organizations",""
"OA","Annual population","400","Jordan","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","9183.93","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","18538.099","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","8893.549","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","9644.55","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","7834.88","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","10568.98","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","18754.258","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","9005.743","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","9748.515","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","7894.648","X","Figure from international organizations",""
"OA","Annual population","398","Kazakhstan","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","10698.322","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","49953.304","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","24784.782","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","25168.522","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","37179.074","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","13771.805","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","50951.45","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","25272.193","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","25679.257","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","37851.953","X","Figure from international organizations",""
"OA","Annual population","404","Kenya","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","14362.838","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","122.261","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","59.441","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","62.82","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","54.403","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","64.011","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","124.241","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","60.39","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","63.851","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","54.392","X","Figure from international organizations",""
"OA","Annual population","296","Kiribati","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","66.036","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","4317.185","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","2655.84","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","1661.345","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","4197.128","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","4441.1","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","2738.222","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","1702.878","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","414","Kuwait","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","4248.974","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","6223.494","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","3055.066","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","3168.429","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","3903.563","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","2229.369","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","6323.643","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","3105.037","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","3218.606","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","3943.164","X","Figure from international organizations",""
"OA","Annual population","417","Kyrgyzstan","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","2275.452","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","7105.006","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","3582.564","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","3522.442","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","4524.499","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","2436.711","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","7212.053","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","3636.206","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","3575.847","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","4546.186","X","Figure from international organizations",""
"OA","Annual population","418","Lao People's Democratic Republic","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","2518.056","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","1935.63","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","891.675","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","1043.956","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","614.843","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","1315.095","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1916.555","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","884.501","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","1032.054","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","607.314","X","Figure from international organizations",""
"OA","Annual population","428","Latvia","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","1303.794","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","5950.839","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","2911.667","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","3039.172","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","695.098","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","5398.411","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","5781.907","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","2814.124","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","2967.783","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","681.91","X","Figure from international organizations",""
"OA","Annual population","422","Lebanon","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","5384.012","X","Figure from international organizations",""
"OA","Annual population","426","Lesotho","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","2198.017","X","Figure from international organizations",""
"OA","Annual population","426","Lesotho","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","1083.909","X","Figure from international organizations",""
"OA","Annual population","426","Lesotho","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","1114.109","X","Figure from international organizations",""
